file	id	source_text	translation
local_data.dat	DST_FFA_ARENA_SIDEICON_TITLE	PvP Arena (FFA)
local_data.dat	DST_FFA_ARENA_NOTIFY_OPEN	Event window open. Registered: %d. Use Register in the side panel.
local_data.dat	DST_FFA_ARENA_NOTIFY_READY	%d players registered. Teleport starts when the match begins.
local_data.dat	DST_FFA_ARENA_NOTIFY_COMBAT	FFA combat in progress. Fighters in arena: %d.
local_data.dat	DST_FFA_ARENA_HELP_BODY	"[font color=""""FFFFFF""""]Free-for-all PvP arena event.[br][br]• Open this panel and tap Register during the event window.[br]• With 2+ players you are teleported automatically.[br]• Fight until the event ends.[br][br]Ask city NPCs for schedule info.[/font]"
local_data.dat	DST_FFA_ARENA_REGISTER_BTN	Register
local_data.dat	DST_FFA_ARENA_REGISTER_ALREADY	You are already registered for this event.
local_data.dat	DST_FFA_ARENA_REGISTER_NOT_ACTIVE	The event is not open.
local_data.dat	DST_FFA_ARENA_REGISTER_NOT_READY	The arena is not configured on this server.
local_data.dat	DST_FFA_ARENA_REGISTER_FAIL	Registration failed.
local_data.dat	DST_FFA_ARENA_RANK_HEADER	Player Kills
local_data.dat	DST_FFA_ARENA_RANK_EMPTY	No registered players yet.
local_data.dat	DST_FFA_ARENA_RANK_CLOSE	Close
local_data.dat	DST_CHANGE_ITEMBATTLEATTR_BTN_CANCEL_TOOLTIP	Return to element selection without spending Zeni.
local_data.dat	DST_CHANGE_ITEMBATTLEATTR_BTN_OK_TOOLTIP	Confirm and apply the selected element to your item.
local_data.dat	DST_ITEMBATTLEATTR_INFO_ELEMENT_CLICK	Click to select this element for your item.
local_data.dat	DST_ITEMBATTLEATTR_INFO_ELEMENT_FAIL	If it fails, the item PROP is cleared.
local_data.dat	DST_ITEMBATTLEATTR_INFO_ELEMENT_TITLE	Element Slot
local_data.dat	DST_ITEMBATTLEATTR_INFO_ITEM_SLOT	Insert gloves or jacket here.
local_data.dat	DST_ITEMBATTLEATTR_MSG_READY	"[font size = """"10"""" color = """"ffffff""""]Item ready.[br]Selected element: %s[br]Press Change Attributes to confirm.[/font]"
local_data.dat	DST_ITEMBATTLEATTR_MSG_SELECT_ELEMENT	"[font size = """"10"""" color = """"ffffff""""]Item inserted.[br]Click an element slot to choose the PROP you want.[br]No sacrifice item required.[/font]"
local_data.dat	DST_ITEMBATTLEATTR_NOTIFY_SELECT_ELEMENT	Select an element before continuing.
local_data.dat	DST_ITEMBATTLEATTR_VIP_REMOTE_ONLY	VIP members can open Change Attributes remotely from the status bar.
local_data.dat	DST_VIP_REMOTE_HUB_TITLE	VIP Remote Services
local_data.dat	DST_VIP_REMOTE_EVENT_REWARD	Event Reward
local_data.dat	DST_VIP_REMOTE_HUB_OPEN_FAIL	Could not open VIP menu. Rebuild the client and ensure vipremotehubgui.frm is in the gui folder.
local_data.dat	DST_CHARTITLE_FILTER_OWNED	Owned Titles Only
local_data.dat	DST_EQUIP_SLOT_TYPE_FULLBODY	Transform
local_data.dat	DST_ELEMENT_CYCLE_TIP	Elements: Water > Fire > Wind > Ice > Lightning > Water (+10%% advantage)
local_data.dat	DST_ITEM_GRADE_HERO	Divine
local_data.dat	DST_ITEM_GRADE_MYTHIC	Hakai
local_data.dat	DST_MAILSYSTEM_TOOLTIP_RECEIVE_ALL	Receive items and Zeni from eligible mail (up to 6 per use, 15s cooldown).
local_data.dat	DST_MAILSYSTEM_TOOLTIP_DELETE_RESOLVED	Delete resolved mail in batches of 6.
local_data.dat	DST_MAILSYSTEM_MSG_RECEIVE_ALL_COOLDOWN	Please wait 15 seconds before trying again.
local_data.dat	DST_HUD_REMOTE_SERVICE_COMBAT	Cannot open Mail or Auction House while in combat.
local_data.dat	DST_HUD_REMOTE_SERVICE_COOLDOWN	Please wait %u seconds before opening again.
local_data.dat	DST_HUD_REMOTE_SERVICE_OPEN_NOTICE	Mail and Auction House will close automatically when you enter combat.
local_data.dat	DST_HUD_REMOTE_AUCTION_TOOLTIP	Auction House
local_data.dat	DST_MAILSYSTEM_MSG_RECEIVE_ALL_NONE	No mail available to receive.
local_data.dat	DST_MAILSYSTEM_MSG_DELETE_RESOLVED_NONE	No resolved mail to delete.
local_data.dat	DST_COMPANION_STATUS_SUBTITLE	Corp. Capsule Companion
local_data.dat	DST_NOTIFY_RESETS_UP	Reset Up!(%u - %u)
local_data.dat	DST_SEWING_KIT_DISASSEMBLE_PROGRESS,12,0,0,1,0,0,0,NOT_DEFINE,NO_TOOLTIP,0,NOT_DEFINE,NO_TOOLTIP,0,NOT_DEFINE,NO_TOOLTIP,0,NOT_DEFINE,NO_TOOLTIP;AIR_CANNOT_FLY_ACCEL	Unable to accelerate in air mode.
local_data.dat	AIR_CANNOT_FLY_JUMP_NOT_ENOUGH_AP	Flight requires at least 10AP.
local_data.dat	AIR_CANNOT_USE_ITEM_NO_HAVE_AIR_SKILL	You need the flight ability to use that.
local_data.dat	AUTH_AUTHKEY_FAIL	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Authentication Confirmation[/font][br][br][font size = """"10"""" color=""""f36a7c""""]Authentication failed.[/font]"
local_data.dat	AUTH_COMMON_CANT_DO_THAT_FOR_SOME_REASON	Not able to process at the moment.
local_data.dat	AUTH_DB_FAIL	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]DB Connection[/font][br][br][font size = """"10"""" color=""""f36a7c""""]Failed to load data, please try again later.[/font]"
local_data.dat	AUTH_FAIL	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]System Description[/font][br][br][font size = """"10"""" color=""""f36a7c""""]If the error persists, please contact customer service.(#A)[/font]"
local_data.dat	AUTH_INVALID_CJI_KOR_COOKIE	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Game Connection Description[/font][br][br][font size = """"10"""" color=""""f36a7c""""]Invalid Cookie was input.[/font]"
local_data.dat	AUTH_IP_BLOCK	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Connection Blocked[/font][br][br][font size = """"10"""" color=""""f36a7c""""]Your IP is blocked[/font]"
local_data.dat	AUTH_NO_AVAILABLE_CHARACTER_SERVER	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Server Connection[/font][br][br][font size = """"10"""" color=""""f36a7c""""]There is no connection to the server currently,[br]please wait and retry later.[/font]"
local_data.dat	AUTH_SERVER_LOCKED	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Server Connection[/font][br][br][font size = """"10"""" color=""""f36a7c""""]Connection to the server has been locked, please try again later.[/font]"
local_data.dat	AUTH_TOO_LONG_ACCOUNT	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Enter a Nickname[/font][br][br][font size = """"10"""" color=""""f36a7c""""]Please input a 2~8 worded Chinese/Hangul name.[/font]"
local_data.dat	AUTH_TOO_LONG_PASSWORD	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Enter Password[/font][br][br][font size = """"10"""" color=""""f36a7c""""]Enter a 4-6 letter password containing English letters and numbers.[/font]"
local_data.dat	AUTH_USER_BLOCK	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Account Notification[/font][br][br][font size = """"10"""" color=""""f36a7c""""]This account has been blocked.[/font]"
local_data.dat	AUTH_USER_EXIST	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Username Confirmation[/font][br][br][font size = """"10"""" color=""""f36a7c""""]This account is already connected, please verify that your username is correct.[/font]"
local_data.dat	AUTH_USER_EXIST_IN_CHARACTER_SERVER	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Character Connection Confirmation[/font][br][br][font size = """"10"""" color=""""f36a7c""""]This character is currently connected,[br]please try again later.[/font]"
local_data.dat	AUTH_USER_KICKOUT_WAIT_PLZ	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Game Connection Description[/font][br][br][font size = """"10"""" color=""""f36a7c""""]Player has been disconnected, please try again.[/font]"
local_data.dat	AUTH_USER_NOT_FOUND	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Username Confirmation[/font][br][br][font size = """"10"""" color=""""f36a7c""""]This account doesn't exist.[br]Please verify that your username is correct.[/font]"
local_data.dat	AUTH_USER_SAMENAME_EXIST	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Account Confirmation[/font][br][br][font size = """"10"""" color=""""f36a7c""""]The account is currently connected to the server, please try again later. [/font]"
local_data.dat	AUTH_USER_TEMPORARY_BLOCK	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Connection Description[/font][br][br][font size = """"10"""" color=""""f36a7c""""]This account is currently restricted, please try again later.[/font]"
local_data.dat	AUTH_VERSION_FAIL	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Game Version Confirmation[/font][br][br][font size = """"10"""" color=""""f36a7c""""]The game isn't updated to the latest version, please re-run to update.[/font]"
local_data.dat	AUTH_WEB_CHECK_AUTH_FAIL	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]User Authentication Problem[/font][br][br][font size = """"10"""" color=""""f36a7c""""]For User Authentication, please refer to the website.[/font]"
local_data.dat	AUTH_WRONG_PASSWORD	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Password Confirmation[/font][br][br][font size = """"10"""" color=""""f36a7c""""]Incorrect password[br]Please check to see if you have Caps Lock on.[/font]"
local_data.dat	CANT_MOVE_ITEM_TO_MASCOT_BAG	Items can't be moved to the Pet backpack
local_data.dat	CASHITEM_FAIL	Black Stone HoiPoi isn't available.
local_data.dat	CASHITEM_FAIL_BANK_ALREADY_EXIST	Shared Warehouse already exists.
local_data.dat	CASHITEM_FAIL_CANT_BUY_CURRENT_SERVER	This item can't be bought on this server.
local_data.dat	CASHITEM_FAIL_CANT_FIND_CHARNAME	Can't find name.
local_data.dat	CASHITEM_FAIL_CANT_GIFT_MYSELF	Can't be gifted to yourself.
local_data.dat	CASHITEM_FAIL_CANT_RENEWAL	You can't renew the expiration date on this item.
local_data.dat	CASHITEM_FAIL_CONFIRM_ERROR	Purchase system failed to confirm, please try again.
local_data.dat	CASHITEM_FAIL_NEED_MORE_CASH	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Cash Balance[/font][br][br][font size = """"10"""" color=""""f36a7c""""]Do you wish to refill your cash balance?[/font]"
local_data.dat	CASHITEM_FAIL_NETWORK_ERROR	There is a problem in the network. Please try again in a few minutes.
local_data.dat	CASHITEM_FAIL_NOT_DEFINED_SYSTEM	This server can't use this cash service.
local_data.dat	CASHITEM_FAIL_NOT_EXIST_ITEM	This item doesn't exist.
local_data.dat	CASHITEM_FAIL_NOT_ON_SALE_ITEM	This item can't be sold.
local_data.dat	CASHITEM_FAIL_NOT_READY_SERVICE	A server maintenance has occurred, please try again later.
local_data.dat	CASHITEM_FAIL_UNKNOWN_ERROR	A system error has occurred. Please try again in a few minutes.
local_data.dat	CHARACTER_AUTHKEY_CREATE_FAIL	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Character Authentication Confirmation[/font][br][br][font size = """"10"""" color=""""f36a7c""""]Character authentication check failed.[/font]"
local_data.dat	CHARACTER_AUTHKEY_FAIL	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Authentication Confirmation[/font][br][br][font size = """"10"""" color=""""f36a7c""""]Character authentication failed, please try again[/font]"
local_data.dat	CHARACTER_AUTHKEY_MISMATCH	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Authentication Confirmation[/font][br][br][font size = """"10"""" color=""""f36a7c""""]Character confirmation error, please try again later.[/font]"
local_data.dat	CHARACTER_AUTHKEY_NOT_FOUND	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Character Confirmation[/font][br][br][font size = """"10"""" color=""""f36a7c""""]Unable to confirm character, please try again.[/font]"
local_data.dat	CHARACTER_BLOCK_STRING_INCLUDED	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]Taboo Word[/font][br][br][font size = """"10"""" color=""""f36a7c""""]Player has said a Taboo word, please try again.[/font]"
local_data.dat	CHARACTER_COMMON_CANT_DO_THAT_FOR_SOME_REASON	"[align = """"center""""][font size = """"12"""" color=""""f4d762""""]System Confirmation[/font][br][br][font size = """"10"""" color=""""f36a7c""""]Due to a system problem, this action can't be processed.[/font]"
